cust_id,viewed_datetime,cart_added_datetime,purchased_datetime,item,category,quantity,unit_price
CUST00010,2025-03-19 19:48,2025-03-19 20:32,2025-03-19 20:54,DrugA,Pain Relief,2,43.55
CUST00011,2024-01-28 4:53,2024-01-28 4:59,2024-01-28 7:12,DrugE,Antibiotics,4,55.83
CUST00011,2023-08-07 3:38,2023-08-07 4:31,2023-08-07 7:21,DrugA,Pain Relief,3,88.85
CUST00011,2024-04-11 4:25,2024-04-11 6:23,2024-04-11 7:51,DrugC,Supplements,4,28.98
CUST00011,2024-11-30 15:49,2024-11-30 16:20,2024-11-30 16:39,DrugD,Skin Care,5,135.5
CUST00011,2025-03-19 23:27,2025-03-20 0:56,2025-03-20 2:39,DrugB,Supplements,-1,139.86
CUST00011,2025-07-01 1:26,2025-07-01 2:08,2025-07-01 2:20,DrugD,Allergy,3,13.37
CUST00011,2024-07-30 1:40,2024-07-30 2:44,2024-07-30 3:02,DrugB,Allergy,1,97.49
CUST00011,2025-02-03 13:40,2025-02-03 14:00,2025-02-03 15:33,DrugA,Pain Relief,1,61.35
CUST00011,2025-03-01 13:41,2025-03-01 15:41,2025-03-01 17:33,DrugC,Allergy,3,110.23
CUST00011,2024-12-27 5:12,2024-12-27 6:05,2024-12-27 8:18,DrugE,Supplements,5,121.16
CUST00012,2024-05-02 20:31,2024-05-02 21:12,2024-05-02 22:41,DrugD,Pain Relief,4,127.12
CUST00012,,2024-02-07 19:48,2024-02-07 22:41,DrugA,Allergy,1,124.78
CUST00012,2024-01-11 9:53,2024-01-11 10:53,2024-01-11 11:35,DrugE,Skin Care,4,118.21
CUST00012,2024-03-04 15:31,2024-03-04 15:33,2024-03-04 17:08,DrugC,Skin Care,5,83.15
CUST00012,2023-11-26 2:18,2023-11-26 2:39,2023-11-26 4:28,DrugB,Allergy,1,77.35
CUST00012,2025-01-05 1:52,2025-01-05 1:55,2025-01-05 4:24,DrugE,Skin Care,5,105.83
CUST00012,2025-04-16 5:39,2025-04-16 7:26,2025-04-16 7:35,DrugE,Pain Relief,4,58.77
CUST00012,2025-07-02 22:31,2025-07-02 23:02,2025-07-03 0:24,DrugA,Pain Relief,3,118.46
CUST00012,2024-11-04 12:25,2024-11-04 14:05,2024-11-04 15:23,DrugD,Supplements,5,69.74
CUST00012,2024-07-04 9:37,2024-07-04 9:52,2024-07-04 10:16,DrugE,Supplements,2,115.56
CUST00013,2023-07-19 0:01,2023-07-19 0:26,2023-07-19 2:07,DrugC,Skin Care,5,71.73
CUST00013,2024-01-22 16:12,2024-01-22 17:52,2024-01-22 19:35,DrugC,Supplements,2,108.02
CUST00013,2023-08-16 11:10,2023-08-16 12:50,2023-08-16 14:22,DrugE,Skin Care,2,83.3
CUST00013,2024-02-22 2:57,2024-02-22 4:54,2024-02-22 5:40,DrugB,Pain Relief,2,12.77
CUST00013,2025-02-03 10:06,2025-02-03 11:22,2025-02-03 11:39,DrugC,Antibiotics,3,17.5
CUST00014,2024-01-15 9:22,2024-01-15 10:30,2024-01-15 11:55,DrugC,Allergy,4,29.18
CUST00014,2023-11-07 3:20,2023-11-07 4:49,2023-11-07 5:22,DrugE,Skin Care,1,94.51
CUST00014,2023-08-20 15:22,2023-08-20 15:30,2023-08-20 16:54,DrugC,Allergy,2,68.74
CUST00014,2024-05-04 1:17,2024-05-04 1:18,2024-05-04 2:31,DrugD,Pain Relief,5,22.53
CUST00014,2024-08-13 3:56,2024-08-13 3:59,2024-08-13 4:36,DrugA,Allergy,4,107.26
CUST00014,2024-10-10 17:16,2024-10-10 18:26,2024-10-10 21:22,DrugC,Allergy,2,91.7
CUST00014,2024-11-03 10:46,2024-11-03 12:39,2024-11-03 13:03,DrugB,Antibiotics,4,91.13
CUST00015,2024-07-02 17:36,2024-07-02 18:30,2024-07-02 18:58,DrugC,Antibiotics,5,53.86
CUST00015,2025-01-25 2:38,2025-01-25 4:28,2025-01-25 6:29,DrugB,Allergy,1,107.14
CUST00015,2024-12-08 10:29,2024-12-08 12:20,2024-12-08 12:33,DrugE,Skin Care,5,31.21
CUST00015,2024-08-06 9:16,2024-08-06 9:36,2024-08-06 9:51,DrugC,Pain Relief,2,50.14
CUST00016,2024-05-03 18:45,2024-05-03 19:32,2024-05-03 22:18,DrugD,Antibiotics,5,146.65
CUST00016,2024-05-06 9:30,2024-05-06 10:28,2024-05-06 13:15,DrugE,Supplements,4,31.57
CUST00016,2024-02-14 17:54,2024-02-14 18:37,2024-02-14 21:15,DrugA,Antibiotics,2,127.26
CUST00016,2024-09-28 13:06,2024-09-28 13:07,2024-09-28 13:33,DrugC,Skin Care,1,100.16
CUST00016,,2024-11-22 0:29,2024-11-22 3:20,DrugD,Pain Relief,1,56.29
CUST00016,2025-06-01 11:00,2025-06-01 11:39,2025-06-01 13:13,DrugE,Supplements,5,22.25
CUST00016,2025-06-02 6:25,2025-06-02 8:25,2025-06-02 8:41,DrugC,Allergy,3,23.53
CUST00016,2025-04-18 15:03,2025-04-18 15:11,2025-04-18 17:01,DrugA,Allergy,4,141.84
CUST00016,2024-08-29 19:34,2024-08-29 20:53,2024-08-29 21:05,DrugE,Antibiotics,2,96.48
CUST00017,2025-02-21 15:49,2025-02-21 17:28,2025-02-21 19:30,DrugA,Antibiotics,4,51.98
CUST00017,2025-01-17 14:45,2025-01-17 15:26,2025-01-17 16:47,DrugB,Skin Care,1,87.29
CUST00018,2024-06-27 20:47,2024-06-27 22:07,2024-06-28 0:24,DrugD,Pain Relief,5,86.47
CUST00018,2024-01-12 5:06,2024-01-12 5:57,2024-01-12 7:07,DrugE,Antibiotics,1,22.38
CUST00018,2024-07-13 18:09,2024-07-13 18:58,2024-07-13 20:14,DrugB,Supplements,1,80.01
CUST00018,2024-08-03 0:08,2024-08-03 0:32,2024-08-03 3:01,DrugC,Allergy,3,129.13
CUST00019,2023-12-14 21:28,2023-12-14 22:16,2023-12-14 23:47,DrugD,Supplements,2,69.49
CUST00019,2024-05-06 2:49,2024-05-06 3:35,2024-05-06 4:47,DrugA,Antibiotics,3,64.94
CUST00019,2024-07-14 1:15,2024-07-14 2:43,2024-07-14 5:16,DrugB,Allergy,5,97.19
CUST00019,2025-04-27 23:50,2025-04-28 0:23,2025-04-28 2:59,DrugA,Skin Care,5,48.79
CUST00019,2025-05-20 18:21,2025-05-20 20:21,2025-05-20 20:38,DrugA,Pain Relief,3,24.48
CUST00020,2024-06-23 23:36,2024-06-24 0:49,2024-06-24 1:52,DrugD,Supplements,3,104.12
CUST00020,2024-04-30 16:01,2024-04-30 17:38,2024-04-30 18:07,DrugE,Pain Relief,4,67.22
CUST00020,2025-05-10 11:51,2025-05-10 11:58,2025-05-10 14:38,DrugD,Allergy,3,147.55
CUST00020,2025-02-27 19:46,2025-02-27 19:52,2025-02-27 21:38,DrugD,Skin Care,5,97.05
CUST00020,2025-03-16 12:53,2025-03-16 13:05,2025-03-16 15:00,DrugE,Allergy,3,136.29
CUST00020,2024-12-26 0:46,2024-12-26 1:49,2024-12-26 2:39,DrugD,Pain Relief,2,134.35
CUST00020,2025-05-02 23:45,2025-05-03 1:07,2025-05-03 2:27,DrugB,Pain Relief,5,47.96
CUST00021,2023-12-30 1:14,2023-12-30 1:28,2023-12-30 2:25,DrugC,Skin Care,2,37.16
CUST00021,2023-12-07 15:35,2023-12-07 15:50,2023-12-07 17:47,DrugD,Supplements,5,105.1
CUST00021,2024-09-26 11:05,2024-09-26 11:52,2024-09-26 13:22,DrugE,Allergy,4,108.51
CUST00021,2025-06-20 7:23,2025-06-20 7:42,2025-06-20 10:39,DrugB,Allergy,3,146.63
CUST00021,2024-12-01 20:04,2024-12-01 21:37,2024-12-01 22:30,DrugA,Supplements,4,35.78
CUST00021,2025-02-25 4:13,2025-02-25 5:02,2025-02-25 5:47,DrugB,Allergy,4,80.79
CUST00021,2025-05-21 17:42,2025-05-21 18:09,2025-05-21 20:21,DrugA,Skin Care,4,109.43
CUST00021,2024-09-26 11:05,2024-09-26 11:52,2024-09-26 13:22,DrugE,Allergy,4,108.51
CUST00022,2023-08-03 1:57,2023-08-03 3:26,2023-08-03 6:16,DrugE,Antibiotics,1,141.53
CUST00022,2024-06-17 3:51,2024-06-17 4:48,2024-06-17 7:37,DrugD,Antibiotics,5,129.09
CUST00022,2024-05-29 10:08,2024-05-29 11:40,,DrugC,Pain Relief,2,72.37
CUST00022,2023-11-28 22:06,2023-11-28 22:24,2023-11-29 0:49,DrugA,Allergy,1,13.65
CUST00022,2025-05-03 3:17,2025-05-03 4:41,2025-05-03 7:12,DrugE,Allergy,4,92.7
CUST00022,2024-12-18 10:26,2024-12-18 10:38,2024-12-18 11:17,DrugA,Antibiotics,4,140.98
CUST00022,2024-09-25 13:24,2024-09-25 14:08,2024-09-25 16:32,DrugD,Skin Care,3,29.68
CUST00023,2024-07-23 23:58,2024-07-24 1:19,2024-07-24 1:44,DrugD,Skin Care,1,22.26
CUST00023,2025-03-24 9:08,2025-03-24 10:54,2025-03-24 12:29,DrugA,Pain Relief,3,14.63
CUST00024,2025-04-17 17:02,2025-04-17 18:06,2025-04-17 20:35,DrugC,Pain Relief,3,48.95
CUST00024,2025-05-24 12:31,2025-05-24 13:03,2025-05-24 15:19,DrugB,Skin Care,1,100.71
CUST00024,2024-08-05 18:51,2024-08-05 20:20,2024-08-05 22:58,DrugB,Antibiotics,2,17.22
CUST00024,2024-10-20 8:55,2024-10-20 10:24,2024-10-20 10:55,DrugD,Antibiotics,1,144.62
CUST00024,2024-07-17 10:55,2024-07-17 12:44,2024-07-17 15:04,DrugE,Supplements,2,111.15
CUST00025,2024-04-01 22:55,2024-04-01 23:49,2024-04-02 0:49,DrugD,Pain Relief,1,48.19
CUST00025,2025-02-21 8:03,2025-02-21 8:12,2025-02-21 8:37,DrugB,Pain Relief,3,129.84
CUST00025,2025-05-04 0:27,2025-05-04 1:15,2025-05-04 3:53,DrugA,Antibiotics,2,127.75
CUST00026,2023-08-19 13:20,2023-08-19 13:31,2023-08-19 14:09,DrugA,Pain Relief,3,91.28
CUST00026,2024-02-29 21:24,2024-02-29 23:09,2024-02-29 23:23,DrugE,Pain Relief,3,-50
CUST00026,2025-05-14 19:06,2025-05-14 20:53,2025-05-14 22:43,,Supplements,4,28.69
CUST00026,2025-04-11 8:20,2025-04-11 8:42,2025-04-11 8:46,DrugC,Antibiotics,1,139.51
CUST00026,2025-07-01 8:00,2025-07-01 8:41,2025-07-01 10:47,DrugC,Antibiotics,1,107.22
CUST00027,2025-03-01 22:23,2025-03-01 23:50,2025-03-02 0:41,DrugB,Antibiotics,4,146.54
CUST00027,2025-04-12 17:27,2025-04-12 19:02,2025-04-12 21:12,DrugB,Skin Care,1,122.88
CUST00027,2025-06-26 1:00,2025-06-26 2:24,2025-06-26 5:06,DrugB,Skin Care,1,118.51
CUST00027,2024-07-17 0:00,2024-07-17 0:59,2024-07-17 3:07,DrugE,Antibiotics,4,44.02
CUST00027,2025-03-01 22:23,2025-03-01 23:50,2025-03-02 0:41,DrugB,Antibiotics,4,146.54
CUST00028,2024-01-30 21:19,2024-01-30 22:00,2024-01-30 23:56,DrugB,Antibiotics,1,80.69
CUST00028,2023-12-07 19:46,2023-12-07 21:15,2023-12-07 22:55,DrugA,Antibiotics,5,69.95
CUST00028,2025-05-28 11:43,2025-05-28 11:58,2025-05-28 12:10,DrugB,Supplements,2,70.53
CUST00028,2025-03-17 5:00,2025-03-17 5:05,2025-03-17 5:24,DrugC,Supplements,2,79.93
CUST00029,2024-01-06 6:15,2024-01-06 7:33,2024-01-06 9:25,DrugE,Supplements,3,69.44
CUST00029,2024-02-21 21:09,2024-02-21 21:47,2024-02-22 0:33,DrugB,Pain Relief,1,97.71
CUST00029,2025-01-25 21:05,2025-01-25 21:32,2025-01-25 23:22,DrugA,Skin Care,3,49.96
CUST00029,2024-08-01 3:14,2024-08-01 5:11,2024-08-01 7:17,DrugB,Allergy,5,55.13
CUST00029,2025-03-09 10:59,2025-03-09 11:57,2025-03-09 14:12,DrugD,Allergy,2,54.05
CUST00029,2025-01-21 15:05,2025-01-21 16:53,2025-01-21 18:55,DrugD,Antibiotics,5,47.92
CUST00029,2024-11-01 11:03,2024-11-01 11:12,2024-11-01 13:04,DrugB,Supplements,1,89.78
CUST00029,2024-10-13 14:48,2024-10-13 15:20,2024-10-13 18:04,DrugE,Supplements,4,62.69
CUST00030,2024-04-25 5:36,2024-04-25 5:47,2024-04-25 6:43,DrugB,,5,132.12
CUST00030,2024-02-19 17:51,2024-02-19 19:35,2024-02-19 20:18,DrugD,Antibiotics,3,58.7
CUST00030,2024-02-26 7:20,2024-02-26 8:07,2024-02-26 9:23,DrugE,Supplements,4,53.61
CUST00030,2024-11-02 9:13,2024-11-02 11:00,2024-11-02 12:18,DrugB,Pain Relief,2,123.77
CUST00030,2025-01-30 8:05,2025-01-30 9:51,2025-01-30 10:13,DrugC,Allergy,2,87.57
CUST00031,2024-01-08 0:50,2024-01-08 2:05,2024-01-08 3:49,DrugD,,3,12.28
CUST00031,2024-07-03 6:01,2024-07-03 7:42,2024-07-03 10:31,DrugD,Skin Care,1,144.94
CUST00031,2025-05-31 21:15,,2025-06-01 0:17,DrugA,Antibiotics,4,29.92
CUST00031,2024-08-07 8:12,2024-08-07 10:07,2024-08-07 10:51,DrugC,Skin Care,4,110.68
CUST00031,2025-02-25 12:51,,2025-02-25 15:54,DrugE,Supplements,2,56.19
CUST00032,2024-10-24 6:57,2024-10-24 7:26,2024-10-24 9:15,DrugB,Skin Care,5,38.77
CUST00032,2025-06-17 0:29,2025-06-17 1:01,2025-06-17 2:45,DrugA,Skin Care,5,134.88
CUST00032,2024-09-11 3:09,2024-09-11 3:31,2024-09-11 3:48,DrugD,Antibiotics,1,104.09
CUST00033,2024-02-11 23:14,2024-02-11 23:55,2024-02-12 2:41,DrugC,Antibiotics,3,111.18
CUST00033,2023-07-11 7:25,,2023-07-11 11:01,DrugA,Antibiotics,3,22.23
CUST00033,2024-05-31 15:55,2024-05-31 16:39,2024-05-31 17:12,DrugA,Skin Care,3,144.63
CUST00033,2023-09-01 3:22,2023-09-01 4:43,2023-09-01 7:43,DrugC,Supplements,2,133.83
CUST00033,2023-12-09 3:33,2023-12-09 5:08,2023-12-09 7:18,DrugE,Allergy,2,96.17
CUST00033,2025-03-05 11:35,2025-03-05 13:06,2025-03-05 15:23,DrugB,Allergy,2,71.61
CUST00034,2024-01-29 2:55,2024-01-29 4:22,2024-01-29 6:41,DrugE,Pain Relief,2,48.95
CUST00034,2023-10-06 6:40,2023-10-06 7:35,2023-10-06 10:06,DrugC,Pain Relief,5,96.39
CUST00034,2025-06-23 18:58,2025-06-23 19:57,2025-06-23 22:05,DrugA,Supplements,2,80.33
CUST00034,2025-04-29 16:32,2025-04-29 16:37,2025-04-29 18:39,DrugA,Antibiotics,4,130.07
CUST00034,2024-09-25 16:06,2024-09-25 17:36,2024-09-25 18:43,DrugA,Allergy,5,87.1
CUST00035,2023-12-12 1:49,2023-12-12 2:44,2023-12-12 3:38,DrugA,Skin Care,5,11.51
CUST00035,2024-06-21 15:31,2024-06-21 17:12,2024-06-21 20:06,DrugB,Pain Relief,3,78.82
CUST00035,2025-06-26 14:20,2025-06-26 15:20,2025-06-26 15:29,DrugB,Pain Relief,5,87.51
CUST00035,2024-09-07 19:14,2024-09-07 20:05,2024-09-07 22:21,DrugB,Skin Care,1,31.48
CUST00035,2025-04-21 20:07,2025-04-21 20:20,2025-04-21 21:38,DrugD,Skin Care,4,36.21
CUST00035,2024-09-17 4:07,2024-09-17 4:22,2024-09-17 4:39,DrugD,Antibiotics,3,52.73
CUST00036,2024-04-23 23:12,2024-04-24 0:58,2024-04-24 3:22,DrugA,Skin Care,1,34.4
CUST00036,2023-12-15 7:59,2023-12-15 9:32,2023-12-15 11:17,DrugB,Allergy,4,141.74
CUST00036,2023-11-18 13:39,2023-11-18 14:10,2023-11-18 14:43,DrugA,Supplements,2,59.94
CUST00036,2025-05-13 21:58,2025-05-13 23:24,2025-05-14 0:40,DrugD,Allergy,2,101.23
CUST00036,2025-04-01 10:18,2025-04-01 11:40,2025-04-01 13:49,DrugB,Antibiotics,1,139.29
CUST00036,2025-02-04 18:30,2025-02-04 19:02,2025-02-04 21:46,DrugD,Antibiotics,4,121.66
CUST00036,2024-07-22 19:44,2024-07-22 20:15,2024-07-22 21:37,DrugD,Pain Relief,3,69.63
CUST00036,2025-06-20 13:59,2025-06-20 15:25,2025-06-20 17:09,DrugC,Pain Relief,3,35.22
CUST00037,2025-05-03 0:18,2025-05-03 1:36,2025-05-03 3:57,DrugA,Antibiotics,5,101.63
CUST00037,2024-10-07 16:39,2024-10-07 17:15,2024-10-07 17:27,DrugD,Antibiotics,3,144.59
CUST00038,2024-01-07 13:29,2024-01-07 14:23,2024-01-07 16:56,DrugE,Antibiotics,1,66.05
CUST00038,2024-05-13 15:00,,2024-05-13 17:04,DrugB,Pain Relief,1,39.11
CUST00038,2023-10-24 2:55,2023-10-24 4:11,2023-10-24 6:05,DrugC,Antibiotics,1,90.56
CUST00038,2025-05-11 3:09,2025-05-11 3:44,2025-05-11 4:23,DrugE,Skin Care,2,51.39
CUST00038,2025-03-27 17:40,2025-03-27 19:28,2025-03-27 20:41,DrugD,Supplements,4,131.72
CUST00038,2025-04-16 21:12,2025-04-16 21:16,2025-04-16 22:52,DrugB,Pain Relief,3,98.07
CUST00038,2025-03-27 17:40,2025-03-27 19:28,2025-03-27 20:41,DrugD,Supplements,4,131.72
CUST00039,2024-03-24 18:15,2024-03-24 18:39,2024-03-24 21:08,DrugE,Antibiotics,1,138.35
CUST00039,2024-07-16 14:41,2024-07-16 15:45,2024-07-16 16:33,DrugC,Supplements,1,110.79
CUST00039,2025-03-11 5:44,2025-03-11 5:58,2025-03-11 8:08,DrugD,Supplements,1,126.8
CUST00039,2024-08-13 22:45,2024-08-13 23:26,2024-08-13 23:41,DrugE,Pain Relief,3,13.3
CUST00039,2024-07-04 14:24,2024-07-04 14:40,2024-07-04 15:36,DrugD,Antibiotics,2,88.84
CUST00040,2024-05-27 11:11,2024-05-27 11:42,2024-05-27 14:36,DrugD,Allergy,3,107.08
CUST00040,2024-05-13 8:30,2024-05-13 8:53,2024-05-13 11:21,DrugE,Allergy,5,85.24
CUST00040,2024-01-20 22:03,2024-01-20 22:45,2024-01-21 0:13,DrugB,Antibiotics,1,40.38
CUST00040,2024-08-19 2:17,2024-08-19 3:51,2024-08-19 5:54,DrugB,Antibiotics,2,71.71
CUST00041,2025-04-20 5:28,2025-04-20 7:00,2025-04-20 8:16,DrugB,Antibiotics,1,93.52
CUST00041,2024-07-15 8:32,2024-07-15 8:37,2024-07-15 9:55,DrugA,Antibiotics,3,139.05
CUST00041,2025-03-27 9:10,2025-03-27 11:05,2025-03-27 11:14,DrugE,Antibiotics,4,116.85
CUST00041,2025-05-09 19:38,2025-05-09 19:58,2025-05-09 20:56,DrugB,Supplements,4,98.35
CUST00042,2024-05-01 14:53,2024-05-01 15:25,2024-05-01 16:26,DrugE,Pain Relief,3,102.67
CUST00042,2025-01-06 7:57,2025-01-06 9:19,2025-01-06 9:44,DrugC,Pain Relief,1,31.43
CUST00042,2025-02-05 23:59,2025-02-06 1:07,2025-02-06 2:37,DrugA,Pain Relief,5,82.46
CUST00042,2025-06-24 21:34,2025-06-24 22:51,2025-06-24 23:43,DrugC,Allergy,4,-50
CUST00042,2024-11-05 11:52,2024-11-05 13:51,2024-11-05 16:31,DrugD,Pain Relief,5,53.08
CUST00042,2025-06-06 6:06,2025-06-06 7:50,2025-06-06 9:45,DrugE,Skin Care,1,148.45
CUST00043,2024-12-15 7:41,2024-12-15 8:41,2024-12-15 9:59,DrugA,Allergy,1,148.52
CUST00043,2024-10-13 19:39,2024-10-13 21:24,2024-10-13 22:09,DrugA,Antibiotics,1,33.21
CUST00043,2024-07-17 5:57,2024-07-17 7:50,2024-07-17 9:51,DrugD,Supplements,3,93.07
CUST00043,2024-10-13 19:39,2024-10-13 21:24,2024-10-13 22:09,DrugA,Antibiotics,1,33.21
CUST00044,2024-01-13 14:20,2024-01-13 15:47,2024-01-13 18:40,DrugC,Skin Care,3,102.62
CUST00044,2023-09-07 2:08,2023-09-07 3:07,2023-09-07 3:23,DrugB,Antibiotics,3,64.74
CUST00044,2024-08-04 6:36,2024-08-04 7:02,2024-08-04 7:16,DrugC,Skin Care,5,55.27
CUST00044,2025-06-05 7:06,2025-06-05 7:46,2025-06-05 10:11,DrugC,Pain Relief,2,34.1
CUST00044,2024-10-09 0:27,2024-10-09 2:12,2024-10-09 3:13,DrugE,Allergy,2,31.27
CUST00044,2024-10-19 17:57,2024-10-19 18:42,2024-10-19 20:30,DrugD,Skin Care,3,115.97
CUST00045,2025-05-13 6:06,2025-05-13 7:48,2025-05-13 8:23,DrugA,Allergy,3,106.04
CUST00045,2025-07-01 19:33,2025-07-01 19:47,2025-07-01 20:14,DrugE,Skin Care,5,77.16
CUST00045,2024-07-29 7:44,2024-07-29 9:09,2024-07-29 10:15,DrugD,Antibiotics,2,129.89
CUST00046,2024-05-26 14:46,2024-05-26 16:29,2024-05-26 17:58,DrugC,Supplements,1,149.57
CUST00046,2024-06-04 0:09,2024-06-04 1:02,2024-06-04 2:00,DrugB,Skin Care,4,140.73
CUST00046,2024-02-27 19:18,2024-02-27 20:34,2024-02-27 21:23,DrugD,Antibiotics,3,21.99
CUST00046,2025-03-11 3:54,2025-03-11 4:32,2025-03-11 6:18,DrugB,Supplements,1,103.85
CUST00046,2025-03-19 18:45,2025-03-19 18:47,2025-03-19 20:42,,Supplements,2,43.39
CUST00047,2023-11-22 21:03,2023-11-22 22:46,2023-11-23 1:21,DrugD,Supplements,2,72.54
CUST00047,2024-04-04 14:42,2024-04-04 15:34,2024-04-04 16:00,DrugD,Antibiotics,2,-50
CUST00047,2023-08-02 15:16,2023-08-02 15:25,2023-08-02 17:20,DrugD,Antibiotics,5,122.15
CUST00047,2024-10-12 10:50,2024-10-12 11:33,2024-10-12 12:27,DrugD,Allergy,4,61.56
CUST00047,2025-04-20 15:30,2025-04-20 17:04,2025-04-20 20:03,DrugC,Allergy,4,90.3
CUST00048,2024-04-18 6:57,2024-04-18 7:58,2024-04-18 9:52,DrugA,Antibiotics,2,71.24
CUST00048,2023-10-09 9:39,2023-10-09 10:50,2023-10-09 12:18,DrugD,Supplements,2,18.3
CUST00048,2023-10-26 17:24,2023-10-26 19:06,2023-10-26 20:23,DrugE,Supplements,4,92.88
CUST00048,2025-04-21 3:09,2025-04-21 3:43,2025-04-21 6:16,DrugA,Pain Relief,3,109.62
CUST00049,2024-04-30 3:46,2024-04-30 5:28,2024-04-30 7:54,DrugA,Antibiotics,2,140.2
CUST00049,2023-09-16 5:25,2023-09-16 7:10,2023-09-16 7:22,DrugB,Skin Care,3,83.67
CUST00049,2024-08-17 19:16,2024-08-17 21:12,2024-08-17 22:12,DrugB,Pain Relief,1,28.36
CUST00049,2025-01-15 4:30,2025-01-15 5:28,2025-01-15 5:34,DrugB,Supplements,5,120.27
CUST00049,2024-10-30 12:43,2024-10-30 13:27,2024-10-30 15:22,DrugE,Antibiotics,1,149.43
CUST00049,2025-05-26 12:50,2025-05-26 13:26,2025-05-26 14:43,DrugD,Supplements,3,139.08
