cust_id,channel,date,impressions,clicks,cost
CUST01022,Facebook,2024-08-31 13:47:40,3,0,0.0
CUST02870,Facebook,2025-02-06 06:10:11,2,0,0.0
CUST04346,Facebook,2024-12-22 03:36:33,6,6,6.13
CUST00337,Facebook,2024-07-07 01:51:40,4,4,6.2
CUST03877,Facebook,2024-09-30 19:57:54,6,5,21.39
CUST02260,Facebook,2025-02-10 18:18:02,2,2,8.2
CUST02151,Facebook,2024-11-30 10:46:29,7,5,15.49
CUST00516,Facebook,2025-06-12 16:06:12,6,0,0.0
CUST00637,Facebook,2025-03-15 03:03:20,3,1,3.55
CUST01408,Facebook,2025-05-22 12:09:42,3,0,0.0
CUST04059,Facebook,2024-11-26 10:39:13,6,0,0.0
CUST03689,Facebook,2024-10-07 19:53:11,2,2,7.81
CUST02691,Facebook,2024-10-02 06:50:47,7,0,0.0
CUST01597,Facebook,2024-08-31 14:36:33,8,7,9.19
CUST01425,Facebook,2024-12-05 08:11:49,9,6,9.59
CUST04286,Facebook,2024-12-09 22:19:04,7,2,7.73
CUST03633,Facebook,2024-08-27 16:55:57,2,0,0.0
CUST00165,Facebook,2024-07-10 13:42:23,6,6,11.57
CUST02164,Facebook,2024-11-24 14:10:41,3,1,0.73
CUST03855,Facebook,2024-08-28 17:04:39,3,3,0.46
CUST03868,Facebook,2024-11-22 21:08:41,9,6,8.56
CUST00927,Facebook,2024-11-27 23:35:47,4,1,4.63
CUST03242,Facebook,2024-09-01 00:52:56,2,2,9.12
CUST02938,Facebook,2024-08-21 21:21:11,4,4,18.2
CUST03598,Facebook,2025-04-15 10:14:15,5,3,13.95
CUST00904,Facebook,2025-02-12 23:04:37,6,2,5.12
CUST04757,Facebook,2025-06-13 17:38:36,3,2,2.89
CUST00420,Facebook,2025-05-30 09:41:53,3,3,4.44
CUST01173,Facebook,2024-12-04 22:20:06,8,1,4.19
CUST03471,Facebook,2024-11-09 21:28:07,5,0,0.0
CUST03002,Facebook,2024-08-03 15:49:16,4,3,13.51
CUST01849,Facebook,2024-11-11 20:49:48,7,6,2.04
CUST00284,Facebook,2025-06-17 22:24:40,5,0,0.0
CUST01026,Facebook,2024-10-03 11:24:45,6,0,0.0
CUST02822,Facebook,2025-06-02 03:53:09,8,6,27.01
CUST04453,Facebook,2025-03-13 13:41:35,9,8,19.1
CUST04976,Facebook,2025-02-27 12:21:37,2,2,8.07
CUST00902,Facebook,2025-01-08 06:20:57,2,0,0.0
CUST00745,Facebook,2024-08-27 10:06:30,5,2,0.34
CUST00680,Facebook,2025-01-18 08:23:58,7,1,1.72
CUST04081,Facebook,2024-07-26 18:34:17,3,0,0.0
CUST03440,Facebook,2024-12-13 21:09:34,1,1,4.61
CUST02209,Facebook,2025-03-14 07:32:21,5,4,6.12
CUST04212,Facebook,2024-08-08 01:34:55,3,1,0.16
CUST03859,Facebook,2024-11-17 06:55:02,8,5,6.68
CUST00833,Facebook,2025-02-10 05:48:24,1,0,0.0
CUST02793,Facebook,2025-04-20 05:39:57,9,5,4.28
CUST03694,Facebook,2025-04-29 14:31:55,5,0,0.0
CUST02063,Facebook,2024-08-13 17:54:23,8,1,4.75
CUST04889,Facebook,2024-11-29 23:46:35,3,0,0.0
CUST04221,Facebook,2025-02-06 00:37:25,2,2,6.82
CUST02726,Facebook,2024-12-14 14:02:50,8,1,1.99
CUST01863,Facebook,2024-12-11 11:04:05,2,0,0.0
CUST00774,Facebook,2024-08-16 21:20:47,1,0,0.0
CUST04614,Facebook,2025-03-27 04:45:45,10,7,0.75
CUST02695,Facebook,2025-06-22 11:37:23,2,1,1.89
CUST02780,Facebook,2025-06-04 16:16:17,4,3,4.17
CUST01233,Facebook,2024-08-21 21:15:00,2,2,2.24
CUST03990,Facebook,2025-01-27 03:26:22,10,1,0.64
CUST02585,Facebook,2024-11-16 21:31:30,7,7,32.49
CUST02946,Facebook,2025-03-19 08:40:31,1,1,0.26
CUST03332,Facebook,2024-11-24 17:44:17,7,7,21.53
CUST00885,Facebook,2025-05-04 18:12:08,8,8,9.66
CUST02511,Facebook,2025-03-25 14:29:24,7,4,18.86
CUST04114,Facebook,2025-04-12 03:07:47,1,0,0.0
CUST03807,Facebook,2024-07-26 03:33:44,3,1,0.4
CUST03832,Facebook,2024-09-03 23:39:53,10,1,1.75
CUST02059,Facebook,2025-02-07 23:16:48,7,0,0.0
CUST00050,Facebook,2024-10-24 07:05:40,2,1,1.5
CUST04197,Facebook,2024-07-18 04:01:27,3,3,14.16
CUST01285,Facebook,2024-12-11 07:16:44,3,0,0.0
CUST03838,Facebook,2024-08-31 10:25:30,9,7,27.72
CUST02310,Facebook,2025-04-21 09:42:25,9,9,28.88
CUST04908,Facebook,2025-03-05 05:13:01,1,0,0.0
CUST04354,Facebook,2025-01-15 04:12:49,7,4,8.81
CUST02924,Facebook,2025-02-24 17:28:16,3,0,0.0
CUST02326,Facebook,2025-03-27 05:43:06,3,0,0.0
CUST00834,Facebook,2025-05-23 17:12:14,5,1,3.96
CUST03366,Facebook,2025-05-30 00:45:16,10,9,24.24
CUST02814,Facebook,2025-01-24 01:01:20,8,3,8.23
CUST01827,Facebook,2024-08-27 00:09:23,5,0,0.0
CUST00963,Facebook,2025-05-01 09:49:09,4,4,2.62
CUST00216,Facebook,2024-10-14 10:16:20,6,6,8.75
CUST03536,Facebook,2025-06-21 08:15:16,9,1,0.88
CUST02674,Facebook,2025-04-26 00:54:42,10,10,13.92
CUST01004,Facebook,2024-07-16 11:46:15,9,9,30.13
CUST04134,Facebook,2025-05-07 07:56:13,1,1,1.13
CUST04132,Facebook,2024-10-15 14:02:12,3,3,2.28
CUST03387,Facebook,2024-08-31 02:46:23,2,0,0.0
CUST02689,Facebook,2024-11-24 19:45:34,8,7,27.78
CUST04847,Facebook,2025-04-06 02:13:03,6,0,0.0
CUST02420,Facebook,2025-06-13 18:27:15,2,1,4.59
CUST04515,Facebook,2024-08-14 01:26:20,5,1,4.97
CUST04845,Facebook,2024-10-30 12:24:58,9,2,1.19
CUST00315,Facebook,2025-02-24 00:17:44,5,5,20.92
CUST00918,Facebook,2025-01-08 21:05:49,10,2,8.31
CUST01399,Facebook,2024-10-14 14:17:55,5,5,9.37
CUST03206,Facebook,2024-12-09 08:25:05,5,2,1.99
CUST02530,Facebook,2024-09-22 06:19:47,2,1,2.81
CUST00257,Facebook,2025-04-24 08:51:21,3,0,0.0
CUST03995,Facebook,2024-10-14 20:28:08,6,5,17.03
CUST00295,Facebook,2025-02-11 05:16:08,3,1,0.17
CUST04878,Facebook,2024-12-27 04:39:22,10,2,2.72
CUST03220,Facebook,2024-11-02 02:46:36,1,1,4.17
CUST01488,Facebook,2024-09-30 21:54:11,7,3,12.28
CUST03681,Facebook,2024-11-07 23:25:13,5,4,18.37
CUST02825,Facebook,2024-10-05 20:18:26,7,1,0.93
CUST02644,Facebook,2024-12-28 01:58:42,4,4,19.92
CUST01682,Facebook,2024-10-21 10:03:06,2,0,0.0
CUST00408,Facebook,2025-02-08 23:06:00,1,0,0.0
CUST03027,Facebook,2024-11-09 06:47:17,9,1,0.24
CUST03637,Facebook,2025-06-10 03:20:00,7,3,8.27
CUST02033,Facebook,2024-08-21 06:50:16,7,0,0.0
CUST04936,Facebook,2024-11-25 05:33:19,2,2,4.35
CUST03475,Facebook,2024-09-13 23:18:52,2,2,3.37
CUST03169,Facebook,2025-05-27 08:31:23,3,2,5.06
CUST01241,Facebook,2025-06-10 00:22:51,8,5,16.85
CUST04491,Facebook,2025-03-13 18:37:27,2,2,7.88
CUST04250,Facebook,2025-07-02 04:53:42,2,1,3.9
CUST04236,Facebook,2024-11-12 23:25:13,6,6,23.63
CUST00255,Facebook,2024-12-17 21:17:36,4,0,0.0
CUST01295,Facebook,2024-07-08 12:33:37,8,7,9.11
CUST03170,Facebook,2025-01-18 05:28:48,5,0,0.0
CUST04072,Facebook,2025-01-18 11:24:09,6,2,8.27
CUST03077,Facebook,2024-10-25 17:04:20,4,2,8.83
CUST00139,Facebook,2025-01-09 06:27:34,1,0,0.0
CUST04889,Facebook,2025-03-26 11:20:31,5,4,18.78
CUST02468,Facebook,2025-03-16 10:55:39,5,5,13.58
CUST02146,Facebook,2024-07-04 14:29:43,8,3,1.48
CUST03849,Facebook,2025-01-08 07:53:20,9,8,33.21
CUST04536,Facebook,2025-03-12 18:00:19,6,1,1.07
CUST02821,Facebook,2024-08-06 03:55:03,7,2,2.45
CUST00615,Facebook,2024-08-15 06:11:07,2,2,7.95
CUST03929,Facebook,2024-12-30 13:00:28,6,6,29.22
CUST03906,Facebook,2025-06-27 20:30:15,7,3,9.82
CUST02966,Facebook,2024-12-03 12:01:53,4,1,3.69
CUST00863,Facebook,2024-09-22 09:49:07,6,5,16.17
CUST00767,Facebook,2025-05-07 00:20:14,4,0,0.0
CUST03924,Facebook,2024-09-21 04:18:31,5,5,10.9
CUST03204,Facebook,2024-12-18 18:09:56,5,4,11.59
CUST04728,Facebook,2025-06-24 15:34:39,6,4,13.71
CUST03430,Facebook,2025-04-19 15:07:51,3,3,5.77
CUST02151,Facebook,2024-11-27 14:23:16,4,2,1.66
CUST03544,Facebook,2024-08-11 15:04:31,7,1,3.09
CUST00928,Facebook,2025-02-03 05:27:26,1,0,0.0
CUST04779,Facebook,2025-03-15 10:37:43,6,3,2.3
CUST01574,Facebook,2025-03-13 18:19:11,6,2,2.18
CUST01661,Facebook,2024-07-28 17:27:15,7,0,0.0
CUST02742,Facebook,2024-11-23 12:07:27,4,3,9.5
CUST04945,Facebook,2024-07-29 05:37:25,9,5,23.66
CUST00353,Facebook,2024-11-11 03:18:49,5,1,0.12
CUST01106,Facebook,2025-02-16 19:19:30,4,4,7.42
CUST02446,Facebook,2025-06-24 02:20:34,6,0,0.0
CUST00537,Facebook,2024-10-25 22:44:19,9,1,1.52
CUST04659,Facebook,2025-01-05 08:27:55,3,1,0.69
CUST00009,Facebook,2024-08-28 19:48:49,1,0,0.0
CUST00429,Facebook,2025-02-01 08:40:16,1,0,0.0
CUST02027,Facebook,2024-10-14 11:49:11,1,1,0.43
CUST02232,Facebook,2025-06-13 03:24:34,2,0,0.0
CUST01938,Facebook,2024-08-07 07:46:23,9,3,8.84
CUST04033,Facebook,2024-09-11 15:42:26,5,3,11.02
CUST02993,Facebook,2025-02-09 23:06:40,10,6,4.32
CUST04054,Facebook,2025-06-23 01:47:04,6,2,5.39
CUST01121,Facebook,2024-11-04 22:00:17,3,0,0.0
CUST02507,Facebook,2025-06-17 18:30:41,4,3,4.19
CUST01825,Facebook,2025-01-19 23:51:49,1,0,0.0
CUST04990,Facebook,2024-11-21 06:51:14,1,0,0.0
CUST01171,Facebook,2024-11-09 17:07:29,8,3,4.2
CUST00795,Facebook,2025-05-09 08:56:01,9,9,2.12
CUST01439,Facebook,2025-04-25 16:45:42,3,2,7.32
CUST04591,Facebook,2025-03-23 13:15:32,5,4,18.63
CUST03986,Facebook,2024-09-22 19:05:31,1,1,4.08
CUST04066,Facebook,2024-07-11 06:59:50,5,2,1.55
CUST00248,Facebook,2024-07-12 07:53:52,9,4,5.7
CUST02203,Facebook,2024-07-31 13:13:05,1,0,0.0
CUST00698,Facebook,2025-02-09 21:40:04,1,0,0.0
CUST04668,Facebook,2025-02-02 07:04:56,6,5,22.74
CUST00673,Facebook,2024-09-23 00:32:29,3,1,0.43
CUST01681,Facebook,2024-12-06 15:29:03,6,1,4.23
CUST03002,Facebook,2024-09-15 00:52:00,9,1,0.43
CUST03154,Facebook,2025-06-09 16:49:55,7,5,20.4
CUST03721,Facebook,2024-12-20 14:06:42,10,2,4.95
CUST04355,Facebook,2025-06-17 00:46:19,2,0,0.0
CUST01891,Facebook,2024-12-03 09:28:36,10,5,15.54
CUST02739,Facebook,2025-05-16 12:37:42,2,0,0.0
CUST03361,Facebook,2024-07-14 09:37:12,7,2,2.46
CUST02219,Facebook,2025-06-08 16:46:26,1,1,0.26
CUST03292,Facebook,2024-07-16 08:17:48,10,10,15.99
CUST03898,Facebook,2024-11-11 20:41:55,6,5,11.64
CUST02926,Facebook,2025-01-18 12:23:20,9,7,33.53
CUST03818,Facebook,2025-02-20 09:47:19,1,0,0.0
